country,metric,unit,date,value,year_month,metric_std
미얀마,수입금액,천불,2026-06-01,30166,2026-06,import_value
미얀마,무역수지,천불,2026-06-01,1785,2026-06,trade_balance
미얀마,수출금액,천불,2026-07-01,39141,2026-07,export_value
미얀마,수입금액,천불,2026-07-01,39992,2026-07,import_value
미얀마,무역수지,천불,2026-07-01,-852,2026-07,trade_balance
바누아투,수출금액,천불,2024-01-01,978,2024-01,export_value
바누아투,수입금액,천불,2024-01-01,261,2024-01,import_value
바누아투,무역수지,천불,2024-01-01,717,2024-01,trade_balance
바누아투,수출금액,천불,2024-02-01,444,2024-02,export_value
바누아투,수입금액,천불,2024-02-01,12,2024-02,import_value
바누아투,무역수지,천불,2024-02-01,432,2024-02,trade_balance
바누아투,수출금액,천불,2024-03-01,2003,2024-03,export_value
바누아투,수입금액,천불,2024-03-01,422,2024-03,import_value
바누아투,무역수지,천불,2024-03-01,1580,2024-03,trade_balance
바누아투,수출금액,천불,2024-04-01,648,2024-04,export_value
바누아투,수입금액,천불,2024-04-01,549,2024-04,import_value
바누아투,무역수지,천불,2024-04-01,99,2024-04,trade_balance
바누아투,수출금액,천불,2024-05-01,858,2024-05,export_value
바누아투,수입금액,천불,2024-05-01,1107,2024-05,import_value
바누아투,무역수지,천불,2024-05-01,-249,2024-05,trade_balance
바누아투,수출금액,천불,2024-06-01,821,2024-06,export_value
바누아투,수입금액,천불,2024-06-01,622,2024-06,import_value
바누아투,무역수지,천불,2024-06-01,198,2024-06,trade_balance
바누아투,수출금액,천불,2024-07-01,979,2024-07,export_value
바누아투,수입금액,천불,2024-07-01,471,2024-07,import_value
바누아투,무역수지,천불,2024-07-01,508,2024-07,trade_balance
바누아투,수출금액,천불,2024-08-01,616,2024-08,export_value
바누아투,수입금액,천불,2024-08-01,122,2024-08,import_value
바누아투,무역수지,천불,2024-08-01,495,2024-08,trade_balance
바누아투,수출금액,천불,2024-09-01,401,2024-09,export_value
바누아투,수입금액,천불,2024-09-01,703,2024-09,import_value
바누아투,무역수지,천불,2024-09-01,-302,2024-09,trade_balance
바누아투,수출금액,천불,2024-10-01,1812,2024-10,export_value
바누아투,수입금액,천불,2024-10-01,712,2024-10,import_value
바누아투,무역수지,천불,2024-10-01,1100,2024-10,trade_balance
바누아투,수출금액,천불,2024-11-01,397,2024-11,export_value
바누아투,수입금액,천불,2024-11-01,721,2024-11,import_value
바누아투,무역수지,천불,2024-11-01,-325,2024-11,trade_balance
바누아투,수출금액,천불,2024-12-01,997,2024-12,export_value
바누아투,수입금액,천불,2024-12-01,195,2024-12,import_value
바누아투,무역수지,천불,2024-12-01,802,2024-12,trade_balance
바누아투,수출금액,천불,2025-01-01,649,2025-01,export_value
바누아투,수입금액,천불,2025-01-01,625,2025-01,import_value
바누아투,무역수지,천불,2025-01-01,24,2025-01,trade_balance
바누아투,수출금액,천불,2025-02-01,536,2025-02,export_value
바누아투,수입금액,천불,2025-02-01,1209,2025-02,import_value
바누아투,무역수지,천불,2025-02-01,-673,2025-02,trade_balance
바누아투,수출금액,천불,2025-03-01,652,2025-03,export_value
바누아투,수입금액,천불,2025-03-01,1695,2025-03,import_value
바누아투,무역수지,천불,2025-03-01,-1043,2025-03,trade_balance
바누아투,수출금액,천불,2025-04-01,1082,2025-04,export_value
바누아투,수입금액,천불,2025-04-01,537,2025-04,import_value
바누아투,무역수지,천불,2025-04-01,544,2025-04,trade_balance
바누아투,수출금액,천불,2025-05-01,622,2025-05,export_value
바누아투,수입금액,천불,2025-05-01,3556,2025-05,import_value
바누아투,무역수지,천불,2025-05-01,-2933,2025-05,trade_balance
바누아투,수출금액,천불,2025-06-01,471,2025-06,export_value
바누아투,수입금액,천불,2025-06-01,3064,2025-06,import_value
바누아투,무역수지,천불,2025-06-01,-2594,2025-06,trade_balance
바누아투,수출금액,천불,2025-07-01,1099,2025-07,export_value
바누아투,수입금액,천불,2025-07-01,3444,2025-07,import_value
바누아투,무역수지,천불,2025-07-01,-2346,2025-07,trade_balance
바누아투,수출금액,천불,2025-08-01,885,2025-08,export_value
바누아투,수입금액,천불,2025-08-01,3045,2025-08,import_value
바누아투,무역수지,천불,2025-08-01,-2160,2025-08,trade_balance
바누아투,수출금액,천불,2025-09-01,584,2025-09,export_value
바누아투,수입금액,천불,2025-09-01,4438,2025-09,import_value
바누아투,무역수지,천불,2025-09-01,-3854,2025-09,trade_balance
바누아투,수출금액,천불,2025-10-01,698,2025-10,export_value
바누아투,수입금액,천불,2025-10-01,2627,2025-10,import_value
바누아투,무역수지,천불,2025-10-01,-1929,2025-10,trade_balance
바누아투,수출금액,천불,2025-11-01,365,2025-11,export_value
바누아투,수입금액,천불,2025-11-01,7037,2025-11,import_value
바누아투,무역수지,천불,2025-11-01,-6672,2025-11,trade_balance
바누아투,수출금액,천불,2025-12-01,877,2025-12,export_value
바누아투,수입금액,천불,2025-12-01,2271,2025-12,import_value
바누아투,무역수지,천불,2025-12-01,-1394,2025-12,trade_balance
바누아투,수출금액,천불,2026-01-01,546,2026-01,export_value
바누아투,수입금액,천불,2026-01-01,1819,2026-01,import_value
바누아투,무역수지,천불,2026-01-01,-1274,2026-01,trade_balance
바누아투,수출금액,천불,2026-02-01,802,2026-02,export_value
바누아투,수입금액,천불,2026-02-01,1650,2026-02,import_value
바누아투,무역수지,천불,2026-02-01,-848,2026-02,trade_balance
바누아투,수출금액,천불,2026-03-01,773,2026-03,export_value
바누아투,수입금액,천불,2026-03-01,856,2026-03,import_value
바누아투,무역수지,천불,2026-03-01,-83,2026-03,trade_balance
바누아투,수출금액,천불,2026-04-01,1100,2026-04,export_value
바누아투,수입금액,천불,2026-04-01,1427,2026-04,import_value
바누아투,무역수지,천불,2026-04-01,-326,2026-04,trade_balance
바누아투,수출금액,천불,2026-05-01,442,2026-05,export_value
바누아투,수입금액,천불,2026-05-01,2730,2026-05,import_value
바누아투,무역수지,천불,2026-05-01,-2288,2026-05,trade_balance
바누아투,수출금액,천불,2026-06-01,2604,2026-06,export_value
바누아투,수입금액,천불,2026-06-01,5778,2026-06,import_value
바누아투,무역수지,천불,2026-06-01,-3174,2026-06,trade_balance
바누아투,수출금액,천불,2026-07-01,880,2026-07,export_value
바누아투,수입금액,천불,2026-07-01,1179,2026-07,import_value
바누아투,무역수지,천불,2026-07-01,-300,2026-07,trade_balance
바레인,수출금액,천불,2024-01-01,6683,2024-01,export_value
바레인,수입금액,천불,2024-01-01,13001,2024-01,import_value
바레인,무역수지,천불,2024-01-01,-6318,2024-01,trade_balance
바레인,수출금액,천불,2024-02-01,11788,2024-02,export_value
바레인,수입금액,천불,2024-02-01,20539,2024-02,import_value
바레인,무역수지,천불,2024-02-01,-8751,2024-02,trade_balance
바레인,수출금액,천불,2024-03-01,7685,2024-03,export_value
바레인,수입금액,천불,2024-03-01,18120,2024-03,import_value
바레인,무역수지,천불,2024-03-01,-10435,2024-03,trade_balance
바레인,수출금액,천불,2024-04-01,7650,2024-04,export_value
바레인,수입금액,천불,2024-04-01,56410,2024-04,import_value
바레인,무역수지,천불,2024-04-01,-48761,2024-04,trade_balance
바레인,수출금액,천불,2024-05-01,31320,2024-05,export_value
바레인,수입금액,천불,2024-05-01,10632,2024-05,import_value
바레인,무역수지,천불,2024-05-01,20687,2024-05,trade_balance
바레인,수출금액,천불,2024-06-01,28251,2024-06,export_value
바레인,수입금액,천불,2024-06-01,46038,2024-06,import_value
바레인,무역수지,천불,2024-06-01,-17788,2024-06,trade_balance
바레인,수출금액,천불,2024-07-01,9953,2024-07,export_value
바레인,수입금액,천불,2024-07-01,59210,2024-07,import_value
바레인,무역수지,천불,2024-07-01,-49257,2024-07,trade_balance
바레인,수출금액,천불,2024-08-01,16139,2024-08,export_value
바레인,수입금액,천불,2024-08-01,23914,2024-08,import_value
바레인,무역수지,천불,2024-08-01,-7775,2024-08,trade_balance
바레인,수출금액,천불,2024-09-01,8914,2024-09,export_value
바레인,수입금액,천불,2024-09-01,45046,2024-09,import_value
바레인,무역수지,천불,2024-09-01,-36132,2024-09,trade_balance
바레인,수출금액,천불,2024-10-01,20220,2024-10,export_value
바레인,수입금액,천불,2024-10-01,26446,2024-10,import_value
바레인,무역수지,천불,2024-10-01,-6226,2024-10,trade_balance
바레인,수출금액,천불,2024-11-01,19213,2024-11,export_value
바레인,수입금액,천불,2024-11-01,22434,2024-11,import_value
바레인,무역수지,천불,2024-11-01,-3221,2024-11,trade_balance
바레인,수출금액,천불,2024-12-01,27769,2024-12,export_value
바레인,수입금액,천불,2024-12-01,56582,2024-12,import_value
바레인,무역수지,천불,2024-12-01,-28812,2024-12,trade_balance
바레인,수출금액,천불,2025-01-01,5242,2025-01,export_value
바레인,수입금액,천불,2025-01-01,73455,2025-01,import_value
바레인,무역수지,천불,2025-01-01,-68213,2025-01,trade_balance
바레인,수출금액,천불,2025-02-01,14305,2025-02,export_value
바레인,수입금액,천불,2025-02-01,66153,2025-02,import_value
바레인,무역수지,천불,2025-02-01,-51848,2025-02,trade_balance
바레인,수출금액,천불,2025-03-01,4274,2025-03,export_value
바레인,수입금액,천불,2025-03-01,16072,2025-03,import_value
바레인,무역수지,천불,2025-03-01,-11797,2025-03,trade_balance
바레인,수출금액,천불,2025-04-01,14744,2025-04,export_value
바레인,수입금액,천불,2025-04-01,25321,2025-04,import_value
바레인,무역수지,천불,2025-04-01,-10577,2025-04,trade_balance
바레인,수출금액,천불,2025-05-01,3455,2025-05,export_value
바레인,수입금액,천불,2025-05-01,100783,2025-05,import_value
바레인,무역수지,천불,2025-05-01,-97328,2025-05,trade_balance
바레인,수출금액,천불,2025-06-01,15775,2025-06,export_value
바레인,수입금액,천불,2025-06-01,44174,2025-06,import_value
바레인,무역수지,천불,2025-06-01,-28399,2025-06,trade_balance
바레인,수출금액,천불,2025-07-01,9352,2025-07,export_value
바레인,수입금액,천불,2025-07-01,75110,2025-07,import_value
바레인,무역수지,천불,2025-07-01,-65758,2025-07,trade_balance
바레인,수출금액,천불,2025-08-01,10485,2025-08,export_value
바레인,수입금액,천불,2025-08-01,52722,2025-08,import_value
바레인,무역수지,천불,2025-08-01,-42237,2025-08,trade_balance
바레인,수출금액,천불,2025-09-01,6618,2025-09,export_value
바레인,수입금액,천불,2025-09-01,72703,2025-09,import_value
바레인,무역수지,천불,2025-09-01,-66085,2025-09,trade_balance
바레인,수출금액,천불,2025-10-01,6569,2025-10,export_value
바레인,수입금액,천불,2025-10-01,54326,2025-10,import_value
바레인,무역수지,천불,2025-10-01,-47757,2025-10,trade_balance
바레인,수출금액,천불,2025-11-01,12196,2025-11,export_value
바레인,수입금액,천불,2025-11-01,62001,2025-11,import_value
바레인,무역수지,천불,2025-11-01,-49804,2025-11,trade_balance
바레인,수출금액,천불,2025-12-01,37805,2025-12,export_value
바레인,수입금액,천불,2025-12-01,26822,2025-12,import_value
바레인,무역수지,천불,2025-12-01,10983,2025-12,trade_balance
바레인,수출금액,천불,2026-01-01,11177,2026-01,export_value
바레인,수입금액,천불,2026-01-01,161055,2026-01,import_value
바레인,무역수지,천불,2026-01-01,-149879,2026-01,trade_balance
바레인,수출금액,천불,2026-02-01,5665,2026-02,export_value
바레인,수입금액,천불,2026-02-01,47544,2026-02,import_value
바레인,무역수지,천불,2026-02-01,-41879,2026-02,trade_balance
바레인,수출금액,천불,2026-03-01,230,2026-03,export_value
바레인,수입금액,천불,2026-03-01,43863,2026-03,import_value
바레인,무역수지,천불,2026-03-01,-43633,2026-03,trade_balance
바레인,수출금액,천불,2026-04-01,1181,2026-04,export_value
바레인,수입금액,천불,2026-04-01,1877,2026-04,import_value
바레인,무역수지,천불,2026-04-01,-695,2026-04,trade_balance
바레인,수출금액,천불,2026-05-01,2392,2026-05,export_value
바레인,수입금액,천불,2026-05-01,306,2026-05,import_value
바레인,무역수지,천불,2026-05-01,2087,2026-05,trade_balance
바레인,수출금액,천불,2026-06-01,4572,2026-06,export_value
바레인,수입금액,천불,2026-06-01,7347,2026-06,import_value
바레인,무역수지,천불,2026-06-01,-2775,2026-06,trade_balance
바레인,수출금액,천불,2026-07-01,3424,2026-07,export_value
바레인,수입금액,천불,2026-07-01,2051,2026-07,import_value
바레인,무역수지,천불,2026-07-01,1373,2026-07,trade_balance
바베이도스,수출금액,천불,2024-01-01,1504,2024-01,export_value
바베이도스,수입금액,천불,2024-01-01,15,2024-01,import_value
바베이도스,무역수지,천불,2024-01-01,1489,2024-01,trade_balance
바베이도스,수출금액,천불,2024-02-01,367,2024-02,export_value
바베이도스,수입금액,천불,2024-02-01,0,2024-02,import_value
바베이도스,무역수지,천불,2024-02-01,367,2024-02,trade_balance
바베이도스,수출금액,천불,2024-03-01,707,2024-03,export_value
바베이도스,수입금액,천불,2024-03-01,15,2024-03,import_value
바베이도스,무역수지,천불,2024-03-01,692,2024-03,trade_balance
바베이도스,수출금액,천불,2024-04-01,581,2024-04,export_value
바베이도스,수입금액,천불,2024-04-01,19,2024-04,import_value
바베이도스,무역수지,천불,2024-04-01,562,2024-04,trade_balance
바베이도스,수출금액,천불,2024-05-01,695,2024-05,export_value
바베이도스,수입금액,천불,2024-05-01,0,2024-05,import_value
바베이도스,무역수지,천불,2024-05-01,695,2024-05,trade_balance
바베이도스,수출금액,천불,2024-06-01,410,2024-06,export_value
바베이도스,수입금액,천불,2024-06-01,16,2024-06,import_value
바베이도스,무역수지,천불,2024-06-01,394,2024-06,trade_balance
바베이도스,수출금액,천불,2024-07-01,1282,2024-07,export_value
바베이도스,수입금액,천불,2024-07-01,26,2024-07,import_value
바베이도스,무역수지,천불,2024-07-01,1256,2024-07,trade_balance
바베이도스,수출금액,천불,2024-08-01,1093,2024-08,export_value
바베이도스,수입금액,천불,2024-08-01,0,2024-08,import_value
바베이도스,무역수지,천불,2024-08-01,1093,2024-08,trade_balance
바베이도스,수출금액,천불,2024-09-01,265,2024-09,export_value
바베이도스,수입금액,천불,2024-09-01,2,2024-09,import_value
바베이도스,무역수지,천불,2024-09-01,264,2024-09,trade_balance
바베이도스,수출금액,천불,2024-10-01,211,2024-10,export_value
바베이도스,수입금액,천불,2024-10-01,14,2024-10,import_value
바베이도스,무역수지,천불,2024-10-01,197,2024-10,trade_balance
바베이도스,수출금액,천불,2024-11-01,2257,2024-11,export_value
바베이도스,수입금액,천불,2024-11-01,4,2024-11,import_value
바베이도스,무역수지,천불,2024-11-01,2253,2024-11,trade_balance
바베이도스,수출금액,천불,2024-12-01,794,2024-12,export_value
바베이도스,수입금액,천불,2024-12-01,6,2024-12,import_value
바베이도스,무역수지,천불,2024-12-01,789,2024-12,trade_balance
바베이도스,수출금액,천불,2025-01-01,424,2025-01,export_value
바베이도스,수입금액,천불,2025-01-01,84,2025-01,import_value
바베이도스,무역수지,천불,2025-01-01,341,2025-01,trade_balance
바베이도스,수출금액,천불,2025-02-01,528,2025-02,export_value
바베이도스,수입금액,천불,2025-02-01,32,2025-02,import_value
바베이도스,무역수지,천불,2025-02-01,496,2025-02,trade_balance
바베이도스,수출금액,천불,2025-03-01,1204,2025-03,export_value
바베이도스,수입금액,천불,2025-03-01,20,2025-03,import_value
바베이도스,무역수지,천불,2025-03-01,1184,2025-03,trade_balance
바베이도스,수출금액,천불,2025-04-01,497,2025-04,export_value
바베이도스,수입금액,천불,2025-04-01,158,2025-04,import_value
바베이도스,무역수지,천불,2025-04-01,339,2025-04,trade_balance
바베이도스,수출금액,천불,2025-05-01,943,2025-05,export_value
바베이도스,수입금액,천불,2025-05-01,20,2025-05,import_value
바베이도스,무역수지,천불,2025-05-01,923,2025-05,trade_balance
바베이도스,수출금액,천불,2025-06-01,1247,2025-06,export_value
바베이도스,수입금액,천불,2025-06-01,19,2025-06,import_value
바베이도스,무역수지,천불,2025-06-01,1229,2025-06,trade_balance
바베이도스,수출금액,천불,2025-07-01,1118,2025-07,export_value
바베이도스,수입금액,천불,2025-07-01,15,2025-07,import_value
바베이도스,무역수지,천불,2025-07-01,1102,2025-07,trade_balance
바베이도스,수출금액,천불,2025-08-01,1162,2025-08,export_value
바베이도스,수입금액,천불,2025-08-01,212,2025-08,import_value
바베이도스,무역수지,천불,2025-08-01,950,2025-08,trade_balance
바베이도스,수출금액,천불,2025-09-01,783,2025-09,export_value
바베이도스,수입금액,천불,2025-09-01,24,2025-09,import_value
바베이도스,무역수지,천불,2025-09-01,759,2025-09,trade_balance
바베이도스,수출금액,천불,2025-10-01,738,2025-10,export_value
바베이도스,수입금액,천불,2025-10-01,8,2025-10,import_value
바베이도스,무역수지,천불,2025-10-01,731,2025-10,trade_balance
바베이도스,수출금액,천불,2025-11-01,917,2025-11,export_value
바베이도스,수입금액,천불,2025-11-01,24,2025-11,import_value
바베이도스,무역수지,천불,2025-11-01,893,2025-11,trade_balance
바베이도스,수출금액,천불,2025-12-01,787,2025-12,export_value
바베이도스,수입금액,천불,2025-12-01,2,2025-12,import_value
바베이도스,무역수지,천불,2025-12-01,785,2025-12,trade_balance
바베이도스,수출금액,천불,2026-01-01,358,2026-01,export_value
바베이도스,수입금액,천불,2026-01-01,34,2026-01,import_value
바베이도스,무역수지,천불,2026-01-01,324,2026-01,trade_balance
바베이도스,수출금액,천불,2026-02-01,597,2026-02,export_value
바베이도스,수입금액,천불,2026-02-01,29,2026-02,import_value
바베이도스,무역수지,천불,2026-02-01,567,2026-02,trade_balance
바베이도스,수출금액,천불,2026-03-01,770,2026-03,export_value
바베이도스,수입금액,천불,2026-03-01,20,2026-03,import_value
바베이도스,무역수지,천불,2026-03-01,749,2026-03,trade_balance
바베이도스,수출금액,천불,2026-04-01,1434,2026-04,export_value
바베이도스,수입금액,천불,2026-04-01,5,2026-04,import_value
바베이도스,무역수지,천불,2026-04-01,1429,2026-04,trade_balance
바베이도스,수출금액,천불,2026-05-01,1369,2026-05,export_value
바베이도스,수입금액,천불,2026-05-01,349,2026-05,import_value
바베이도스,무역수지,천불,2026-05-01,1020,2026-05,trade_balance
바베이도스,수출금액,천불,2026-06-01,782,2026-06,export_value
바베이도스,수입금액,천불,2026-06-01,160,2026-06,import_value
바베이도스,무역수지,천불,2026-06-01,622,2026-06,trade_balance
바베이도스,수출금액,천불,2026-07-01,1546,2026-07,export_value
바베이도스,수입금액,천불,2026-07-01,60,2026-07,import_value
바베이도스,무역수지,천불,2026-07-01,1486,2026-07,trade_balance
바하마,수출금액,천불,2024-01-01,1220,2024-01,export_value
바하마,수입금액,천불,2024-01-01,0,2024-01,import_value
바하마,무역수지,천불,2024-01-01,1220,2024-01,trade_balance
바하마,수출금액,천불,2024-02-01,794,2024-02,export_value
바하마,수입금액,천불,2024-02-01,4,2024-02,import_value
바하마,무역수지,천불,2024-02-01,790,2024-02,trade_balance
바하마,수출금액,천불,2024-03-01,1272,2024-03,export_value
바하마,수입금액,천불,2024-03-01,1,2024-03,import_value
바하마,무역수지,천불,2024-03-01,1271,2024-03,trade_balance
바하마,수출금액,천불,2024-04-01,1486,2024-04,export_value
바하마,수입금액,천불,2024-04-01,2,2024-04,import_value
바하마,무역수지,천불,2024-04-01,1484,2024-04,trade_balance
바하마,수출금액,천불,2024-05-01,1055,2024-05,export_value
바하마,수입금액,천불,2024-05-01,1,2024-05,import_value
바하마,무역수지,천불,2024-05-01,1054,2024-05,trade_balance
바하마,수출금액,천불,2024-06-01,627,2024-06,export_value
바하마,수입금액,천불,2024-06-01,3,2024-06,import_value
바하마,무역수지,천불,2024-06-01,625,2024-06,trade_balance
바하마,수출금액,천불,2024-07-01,1097,2024-07,export_value
바하마,수입금액,천불,2024-07-01,6,2024-07,import_value
바하마,무역수지,천불,2024-07-01,1091,2024-07,trade_balance
바하마,수출금액,천불,2024-08-01,107288,2024-08,export_value
바하마,수입금액,천불,2024-08-01,1,2024-08,import_value
바하마,무역수지,천불,2024-08-01,107287,2024-08,trade_balance
바하마,수출금액,천불,2024-09-01,907,2024-09,export_value
바하마,수입금액,천불,2024-09-01,2,2024-09,import_value
바하마,무역수지,천불,2024-09-01,905,2024-09,trade_balance
바하마,수출금액,천불,2024-10-01,1399,2024-10,export_value
바하마,수입금액,천불,2024-10-01,344,2024-10,import_value
바하마,무역수지,천불,2024-10-01,1055,2024-10,trade_balance
바하마,수출금액,천불,2024-11-01,935,2024-11,export_value
바하마,수입금액,천불,2024-11-01,3,2024-11,import_value
바하마,무역수지,천불,2024-11-01,932,2024-11,trade_balance
바하마,수출금액,천불,2024-12-01,625,2024-12,export_value
바하마,수입금액,천불,2024-12-01,3,2024-12,import_value
바하마,무역수지,천불,2024-12-01,622,2024-12,trade_balance
바하마,수출금액,천불,2025-01-01,113268,2025-01,export_value
바하마,수입금액,천불,2025-01-01,0,2025-01,import_value
바하마,무역수지,천불,2025-01-01,113267,2025-01,trade_balance
바하마,수출금액,천불,2025-02-01,1778,2025-02,export_value
바하마,수입금액,천불,2025-02-01,3,2025-02,import_value
바하마,무역수지,천불,2025-02-01,1775,2025-02,trade_balance
바하마,수출금액,천불,2025-03-01,116828,2025-03,export_value
바하마,수입금액,천불,2025-03-01,2,2025-03,import_value
바하마,무역수지,천불,2025-03-01,116826,2025-03,trade_balance
바하마,수출금액,천불,2025-04-01,1439,2025-04,export_value
바하마,수입금액,천불,2025-04-01,1,2025-04,import_value
바하마,무역수지,천불,2025-04-01,1438,2025-04,trade_balance
바하마,수출금액,천불,2025-05-01,959,2025-05,export_value
바하마,수입금액,천불,2025-05-01,4,2025-05,import_value
바하마,무역수지,천불,2025-05-01,956,2025-05,trade_balance
바하마,수출금액,천불,2025-06-01,935,2025-06,export_value
바하마,수입금액,천불,2025-06-01,6,2025-06,import_value
바하마,무역수지,천불,2025-06-01,929,2025-06,trade_balance
바하마,수출금액,천불,2025-07-01,116359,2025-07,export_value
바하마,수입금액,천불,2025-07-01,1,2025-07,import_value
바하마,무역수지,천불,2025-07-01,116358,2025-07,trade_balance
바하마,수출금액,천불,2025-08-01,409,2025-08,export_value
바하마,수입금액,천불,2025-08-01,4,2025-08,import_value
바하마,무역수지,천불,2025-08-01,405,2025-08,trade_balance
바하마,수출금액,천불,2025-09-01,1521,2025-09,export_value
바하마,수입금액,천불,2025-09-01,5,2025-09,import_value
바하마,무역수지,천불,2025-09-01,1516,2025-09,trade_balance
바하마,수출금액,천불,2025-10-01,314,2025-10,export_value
바하마,수입금액,천불,2025-10-01,2,2025-10,import_value
바하마,무역수지,천불,2025-10-01,312,2025-10,trade_balance
바하마,수출금액,천불,2025-11-01,1952,2025-11,export_value
바하마,수입금액,천불,2025-11-01,1,2025-11,import_value
바하마,무역수지,천불,2025-11-01,1951,2025-11,trade_balance
바하마,수출금액,천불,2025-12-01,1908,2025-12,export_value
바하마,수입금액,천불,2025-12-01,3,2025-12,import_value
바하마,무역수지,천불,2025-12-01,1906,2025-12,trade_balance
바하마,수출금액,천불,2026-01-01,99444,2026-01,export_value
바하마,수입금액,천불,2026-01-01,2,2026-01,import_value
바하마,무역수지,천불,2026-01-01,99442,2026-01,trade_balance
바하마,수출금액,천불,2026-02-01,286,2026-02,export_value
바하마,수입금액,천불,2026-02-01,0,2026-02,import_value
바하마,무역수지,천불,2026-02-01,286,2026-02,trade_balance
바하마,수출금액,천불,2026-03-01,219360,2026-03,export_value
바하마,수입금액,천불,2026-03-01,3,2026-03,import_value
바하마,무역수지,천불,2026-03-01,219357,2026-03,trade_balance
바하마,수출금액,천불,2026-04-01,771,2026-04,export_value
바하마,수입금액,천불,2026-04-01,3,2026-04,import_value
바하마,무역수지,천불,2026-04-01,768,2026-04,trade_balance
바하마,수출금액,천불,2026-05-01,233164,2026-05,export_value
바하마,수입금액,천불,2026-05-01,275,2026-05,import_value
바하마,무역수지,천불,2026-05-01,232889,2026-05,trade_balance
바하마,수출금액,천불,2026-06-01,130912,2026-06,export_value
바하마,수입금액,천불,2026-06-01,0,2026-06,import_value
바하마,무역수지,천불,2026-06-01,130911,2026-06,trade_balance
바하마,수출금액,천불,2026-07-01,236016,2026-07,export_value
바하마,수입금액,천불,2026-07-01,3,2026-07,import_value
바하마,무역수지,천불,2026-07-01,236012,2026-07,trade_balance
방글라데시,수출금액,천불,2024-01-01,156358,2024-01,export_value
방글라데시,수입금액,천불,2024-01-01,67111,2024-01,import_value
방글라데시,무역수지,천불,2024-01-01,89246,2024-01,trade_balance
방글라데시,수출금액,천불,2024-02-01,140816,2024-02,export_value
방글라데시,수입금액,천불,2024-02-01,66973,2024-02,import_value
방글라데시,무역수지,천불,2024-02-01,73843,2024-02,trade_balance
방글라데시,수출금액,천불,2024-03-01,83335,2024-03,export_value
방글라데시,수입금액,천불,2024-03-01,71696,2024-03,import_value
방글라데시,무역수지,천불,2024-03-01,11638,2024-03,trade_balance
방글라데시,수출금액,천불,2024-04-01,78287,2024-04,export_value
방글라데시,수입금액,천불,2024-04-01,58937,2024-04,import_value
방글라데시,무역수지,천불,2024-04-01,19350,2024-04,trade_balance
방글라데시,수출금액,천불,2024-05-01,79372,2024-05,export_value
방글라데시,수입금액,천불,2024-05-01,32837,2024-05,import_value
방글라데시,무역수지,천불,2024-05-01,46535,2024-05,trade_balance
방글라데시,수출금액,천불,2024-06-01,104279,2024-06,export_value
방글라데시,수입금액,천불,2024-06-01,39760,2024-06,import_value
방글라데시,무역수지,천불,2024-06-01,64519,2024-06,trade_balance
방글라데시,수출금액,천불,2024-07-01,101782,2024-07,export_value
방글라데시,수입금액,천불,2024-07-01,41976,2024-07,import_value
방글라데시,무역수지,천불,2024-07-01,59805,2024-07,trade_balance
방글라데시,수출금액,천불,2024-08-01,84051,2024-08,export_value
방글라데시,수입금액,천불,2024-08-01,42810,2024-08,import_value
방글라데시,무역수지,천불,2024-08-01,41241,2024-08,trade_balance
방글라데시,수출금액,천불,2024-09-01,120904,2024-09,export_value
방글라데시,수입금액,천불,2024-09-01,94825,2024-09,import_value
방글라데시,무역수지,천불,2024-09-01,26079,2024-09,trade_balance
방글라데시,수출금액,천불,2024-10-01,104845,2024-10,export_value
방글라데시,수입금액,천불,2024-10-01,62930,2024-10,import_value
방글라데시,무역수지,천불,2024-10-01,41915,2024-10,trade_balance
방글라데시,수출금액,천불,2024-11-01,116775,2024-11,export_value
방글라데시,수입금액,천불,2024-11-01,58130,2024-11,import_value
방글라데시,무역수지,천불,2024-11-01,58645,2024-11,trade_balance
방글라데시,수출금액,천불,2024-12-01,129784,2024-12,export_value
방글라데시,수입금액,천불,2024-12-01,44917,2024-12,import_value
방글라데시,무역수지,천불,2024-12-01,84867,2024-12,trade_balance
방글라데시,수출금액,천불,2025-01-01,99100,2025-01,export_value
방글라데시,수입금액,천불,2025-01-01,52092,2025-01,import_value
방글라데시,무역수지,천불,2025-01-01,47008,2025-01,trade_balance
방글라데시,수출금액,천불,2025-02-01,156177,2025-02,export_value
방글라데시,수입금액,천불,2025-02-01,64353,2025-02,import_value
방글라데시,무역수지,천불,2025-02-01,91825,2025-02,trade_balance
방글라데시,수출금액,천불,2025-03-01,180433,2025-03,export_value
방글라데시,수입금액,천불,2025-03-01,63977,2025-03,import_value
방글라데시,무역수지,천불,2025-03-01,116456,2025-03,trade_balance
방글라데시,수출금액,천불,2025-04-01,121140,2025-04,export_value
방글라데시,수입금액,천불,2025-04-01,53012,2025-04,import_value
방글라데시,무역수지,천불,2025-04-01,68128,2025-04,trade_balance
방글라데시,수출금액,천불,2025-05-01,143311,2025-05,export_value
방글라데시,수입금액,천불,2025-05-01,30324,2025-05,import_value
방글라데시,무역수지,천불,2025-05-01,112988,2025-05,trade_balance
방글라데시,수출금액,천불,2025-06-01,126377,2025-06,export_value
방글라데시,수입금액,천불,2025-06-01,37705,2025-06,import_value
방글라데시,무역수지,천불,2025-06-01,88672,2025-06,trade_balance
방글라데시,수출금액,천불,2025-07-01,120557,2025-07,export_value
방글라데시,수입금액,천불,2025-07-01,34852,2025-07,import_value
