"국가별","항목","단위","2024.01 월","2024.02 월","2024.03 월","2024.04 월","2024.05 월","2024.06 월","2024.07 월","2024.08 월","2024.09 월","2024.10 월","2024.11 월","2024.12 월","2025.01 월","2025.02 월","2025.03 월","2025.04 월","2025.05 월","2025.06 월","2025.07 월","2025.08 월","2025.09 월","2025.10 월","2025.11 월","2025.12 월","2026.01 월","2026.02 월","2026.03 월","2026.04 월","2026.05 월","2026.06 월","2026.07 월",
"코모로스","무역수지[천불]","천불","1","36","39","10","1439","0","80","17","12","5","22","-12","0","111","5","6","9","-11","12","81","8","-1","60","19","40","0","17","2","14","32","-1",
"몬트세라트","수출금액[천불]","천불","0","0","0","1","0","0","1","1","0","0","0","0","1","0","0","0","0","3","0","1","269","0","0","0","0","0","0","0","0","0","0",
"몬트세라트","수입금액[천불]","천불","0","0","0","0","1","0","3","3","57","0","4","27","0","3","1","0","8","9","0","0","11","0","1","0","0","0","3","0","0","0","0",
"몬트세라트","무역수지[천불]","천불","0","0","0","1","-1","0","-2","-2","-57","0","-4","-27","1","-3","-1","0","-8","-6","0","1","259","0","-1","0","0","0","-3","0","0","0","0",
"남조지아 & 남샌드위치 군도","수출금액[천불]","천불","0","0","0","46","0","3","10","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0",
"남조지아 & 남샌드위치 군도","수입금액[천불]","천불","0","1","1","0","0","5","0","1","0","2","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","5","1","0","0",
"남조지아 & 남샌드위치 군도","무역수지[천불]","천불","0","-1","-1","46","0","-2","9","-1","0","-2","0","0","0","11","0","0","-2","-1","0","0","0","0","0","0","0","8","0","-5","-1","0","0",
"마이너 아우틀링 합중국 군도","수출금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"마이너 아우틀링 합중국 군도","수입금액[천불]","천불","0","0","0","0","0","0","5","0","0","0","1","0","0","10","0","10","0","1","0","0","0","0","0","1","2","0","9","0","2","0","0",
"마이너 아우틀링 합중국 군도","무역수지[천불]","천불","0","0","0","0","0","0","-5","0","0","0","-1","0","0","-10","0","-10","0","-1","0","0","0","0","0","-1","-2","0","-9","0","-2","0","0",
"중립지대","수출금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중립지대","수입금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중립지대","무역수지[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"교황청","수출금액[천불]","천불","0","0","0","2","2","3","0","1","1","2","0","1","2","1","2","1","2","1","2","2","3","1","4","4","1","2","6","1","2","3","0",
"교황청","수입금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",
"교황청","무역수지[천불]","천불","0","0","0","2","1","3","0","1","1","2","0","1","2","0","2","1","2","1","2","2","3","1","4","4","0","2","6","1","2","3","0",
"피트카이른","수출금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0",
"피트카이른","수입금액[천불]","천불","0","0","1","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","9","8","0","0","0","0","0","0","0",
"피트카이른","무역수지[천불]","천불","0","0","-1","0","0","0","0","0","0","0","0","0","-13","0","0","0","0","4","0","0","0","0","-9","-8","0","0","0","0","0","0","0",
"포클랜드 군도","수출금액[천불]","천불","12","0","26","9","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","176","0","0","9","2","0","2","5","0","0","0",
"포클랜드 군도","수입금액[천불]","천불","0","0","0","0","1","282","0","0","0","0","0","0","0","0","0","0","0","297","61","371","0","0","0","0","0","7","0","0","0","0","0",
"포클랜드 군도","무역수지[천불]","천불","12","0","26","9","-1","-282","0","0","4","0","0","0","0","0","0","0","0","-297","-61","-371","176","0","0","9","2","-7","2","5","0","0","0",
"코스 군도","수출금액[천불]","천불","0","0","0","0","0","3","0","0","0","0","43","70","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"코스 군도","수입금액[천불]","천불","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","3","1","2","28","0","1","0","0","0","0","0","0","0","0","1","0",
"코스 군도","무역수지[천불]","천불","0","0","0","0","0","3","0","0","0","-1","43","69","0","0","22","-3","-1","-2","-28","0","-1","0","0","0","0","0","0","0","0","-1","2",
"세인트 헬레나","수출금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",
"세인트 헬레나","수입금액[천불]","천불","20","0","0","0","0","1","0","1","0","12","26","0","0","0","0","13","50","0","57","0","0","0","13","0","2","0","0","0","0","0","13",
"세인트 헬레나","무역수지[천불]","천불","-20","0","0","0","0","-1","0","-1","0","-12","-26","0","0","0","0","-13","-50","0","-57","0","0","0","-13","0","-2","0","1","0","0","0","-13",
"보빗군도","수출금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"보빗군도","수입금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"보빗군도","무역수지[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"왈라스 & 퓨투나 군도","수출금액[천불]","천불","0","0","0","10","0","0","0","0","0","0","0","1","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"왈라스 & 퓨투나 군도","수입금액[천불]","천불","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"왈라스 & 퓨투나 군도","무역수지[천불]","천불","0","0","0","10","0","-1","0","0","0","0","0","1","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"허드 앤 맥도날드 군도","수출금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0",
"허드 앤 맥도날드 군도","수입금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"허드 앤 맥도날드 군도","무역수지[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0",
"그린랜드","수출금액[천불]","천불","5","5","3","4","6","193","69","4","10","5","5","1","3","2","4","12","4","6","72","14","9","5","5","2","8","5","6","8","9","10","4",
"그린랜드","수입금액[천불]","천불","205","119","320","186","178","404","151","77","67","211","303","265","282","50","187","294","263","221","238","89","1","80","1","588","181","0","9","313","0","113","5",
"그린랜드","무역수지[천불]","천불","-200","-114","-318","-183","-173","-210","-81","-73","-57","-206","-298","-264","-280","-48","-182","-282","-259","-215","-166","-75","8","-75","4","-586","-173","4","-4","-304","9","-103","-1",
"프랑스 메트로폴리탄","수출금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"프랑스 메트로폴리탄","수입금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"프랑스 메트로폴리탄","무역수지[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"파나마운하지역","수출금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"파나마운하지역","수입금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"파나마운하지역","무역수지[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"크리스마스 아일랜드","수출금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"크리스마스 아일랜드","수입금액[천불]","천불","0","0","0","0","0","0","1","1","0","1","1","0","1","0","0","0","64","0","0","0","0","0","2","0","0","1","10","0","5","0","0",
"크리스마스 아일랜드","무역수지[천불]","천불","0","0","0","0","0","0","-1","-1","0","-1","-1","0","-1","0","0","0","-64","0","0","0","0","0","-2","0","0","-1","-10","0","-5","0","0",
"세인트 피레 미켈론","수출금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",
"세인트 피레 미켈론","수입금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",
"세인트 피레 미켈론","무역수지[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","1","0",
"캔톤아일랜드","수출금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"캔톤아일랜드","수입금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"캔톤아일랜드","무역수지[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"스발비드 군도","수출금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"스발비드 군도","수입금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"스발비드 군도","무역수지[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"보네르 신트외스타티위스","수출금액[천불]","천불","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","39","2","0","40","0","0","129","43","43","0","8","0",
"보네르 신트외스타티위스","수입금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","1","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"보네르 신트외스타티위스","무역수지[천불]","천불","1","0","0","0","0","0","0","0","0","0","0","-1","-8","-1","0","0","0","15","0","39","2","0","40","0","0","129","43","43","0","8","-3",
"세인트마틴(생마르탱)","수출금액[천불]","천불","77","1","11","29","80","33","70","21","0","1","16","74","8","9","7","13","21","26","370","2","1","368","11","6","311","38","157","2","230","131","1009",
"세인트마틴(생마르탱)","수입금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세인트마틴(생마르탱)","무역수지[천불]","천불","77","1","11","29","80","33","70","21","0","1","16","74","8","9","7","13","21","26","369","2","1","368","11","6","311","38","157","2","230","131","1009",
"건지","수출금액[천불]","천불","7","2","7","0","0","0","5","0","0","3","1","1","0","3","0","1","4","1","1","1","3","1","7","5","1","0","0","10","1","1","0",
"건지","수입금액[천불]","천불","2","2","9","0","5","3","2","2","0","0","0","0","0","1","0","0","0","2","0","0","0","42","0","6","0","0","0","0","0","0","0",
